00 1c 02 03 04 
00 1c 02 03 05 
00 1c 02 03 07 
00 13 20 24 08 25 
00 13 20 24 24 03 
00 13 20 24 25 25 
00 13 20 24 27 25 
00 13 20 25 04 03 
00 13 20 25 0e 24 
00 13 27 03 02 14 
00 13 27 03 03 05 
00 13 27 03 08 00 
00 13 27 03 09 04 
00 13 27 03 0e 04 
00 13 27 03 10 0c 
00 13 27 03 11 16 
00 13 27 03 17 06 
00 13 27 03 18 0c 
00 13 27 03 19 0c 
00 13 27 03 1f 0c 
00 13 27 03 21 04 
00 13 27 03 24 04 
00 13 27 0a 01 0c 
00 13 27 0a 02 14 
00 13 27 0a 08 03 
00 13 27 0a 0e 02 
00 13 27 0a 0f 10 
00 13 27 0a 11 10 
00 13 27 0a 17 10 
00 13 27 0a 18 0c 
00 13 27 0a 23 03 
00 13 27 0a 24 02 
00 13 27 0b 01 0d 
00 13 27 0b 02 15 
00 13 27 0b 08 0c 
00 13 27 0b 0e 02 
00 13 27 0b 10 0d 
00 13 27 0b 17 0d 
00 13 27 0b 18 0d 
00 13 27 0b 1a 0c 
00 13 27 0b 21 0c 
00 13 27 0b 24 0c 
00 13 27 0c 03 02 
00 13 27 0c 0f 10 
00 13 27 0c 18 02 
00 13 27 0c 1f 02 
00 13 27 0c 23 02 
00 13 27 0c 
00 13 27 10 08 0a 
00 13 27 10 0f 0a 
00 13 27 10 10 03 
00 13 27 10 11 0a 
00 13 27 10 17 0a 
00 13 27 10 18 0a 
00 13 27 10 19 03 
00 13 27 10 1a 03 
00 13 27 10 1f 15 
00 13 27 10 22 0a 
00 13 27 14 08 0a 
00 13 27 14 09 0a 
00 13 27 14 0f 03 
00 13 27 14 10 03 
00 13 27 14 11 0a 
00 13 27 14 17 0a 
00 13 27 14 18 10 
00 13 27 14 19 03 
00 13 27 14 21 03 
00 13 27 14 22 0a 
00 13 27 14 23 03 
00 13 27 15 02 03 
00 13 27 15 08 0a 
00 13 27 15 09 10 
00 13 27 15 0f 03 
00 13 27 15 10 03 
00 13 27 15 11 0a 
00 13 27 15 17 0a 
00 13 27 15 18 0a 
00 13 27 15 19 03 
00 13 27 15 1a 03 
00 13 27 15 21 03 
00 13 27 15 22 0a 
00 13 27 15 23 03 
00 13 27 15 24 03 
00 13 27 15 
00 13 27 16 09 03 
00 13 27 16 0e 03 
00 13 27 16 0f 03 
00 13 27 16 10 03 
00 13 27 16 11 
00 13 27 16 17 0a 
00 13 27 16 18 0a 
00 13 27 16 21 03 
00 13 27 16 23 03 
00 13 27 16 24 03 
00 13 27 17 02 03 
00 13 27 17 03 0c 
00 13 27 17 09 1c 
00 13 27 17 0e 03 
00 13 27 17 0f 03 
00 13 27 17 11 0c 
00 13 27 17 17 0c 
00 13 27 17 18 0c 
00 13 27 17 19 0c 
00 13 27 17 1a 03 
00 13 27 17 22 0c 
00 13 27 17 23 03 
00 13 27 17 24 03 
00 13 27 17 
00 13 27 1b 02 0c 
00 13 27 1b 03 0c 
00 13 27 1b 08 0a 
00 13 27 1b 0e 14 
00 13 27 1b 0f 17 
00 13 27 1b 10 0c 
00 13 27 1b 11 0c 
00 13 27 1b 17 0c 
00 13 27 1b 18 0c 
00 13 27 1b 19 0c 
00 13 27 1b 1a 0c 
00 13 27 1b 1f 0c 
00 13 27 1b 21 03 
00 13 27 1b 24 0a 
00 13 27 1c 02 14 
00 13 27 1c 08 0a 
00 13 27 1c 09 0a 
00 13 27 1c 0e 10 
00 13 27 1c 0f 10 
00 13 27 1c 17 0a 
00 13 27 1c 19 03 
00 13 27 1c 1a 03 
00 13 27 1c 21 03 
00 13 27 1c 23 10 
00 13 27 1d 08 0a 
00 13 27 1d 09 0a 
00 13 27 1d 0f 10 
00 13 27 1e 0e 10 
00 13 27 1e 0f 10 
00 13 27 1e 10 0c 
00 13 27 1e 18 
00 13 27 1e 1a 
00 13 27 1e 1f 
00 13 27 24 02 0c 
00 13 27 24 08 0a 
00 13 27 24 09 1c 
00 13 27 24 0e 0a 
00 13 27 24 0f 17 
00 13 27 24 10 0c 
00 13 27 24 11 0c 
00 13 27 24 17 0c 
00 13 27 24 18 0c 
00 13 27 24 19 0c 
00 13 27 24 1a 0c 
00 13 27 24 1f 0c 
00 13 27 24 21 03 
00 13 27 24 23 03 
00 13 27 24 24 03 
00 13 27 25 08 0a 
00 13 27 25 09 1c 
00 13 27 25 0e 03 
00 13 27 25 10 0c 
00 13 27 25 11 10 
00 13 27 25 17 0a 
00 13 27 25 18 10 
00 13 27 25 19 0c 
00 13 27 25 1a 23 
00 13 27 25 1f 0c 
00 0b 01 03 04 
00 0b 01 03 05 
00 0b 01 03 06 
00 0b 01 03 08 
00 0b 01 03 0e 
00 0b 01 03 11 
00 0b 01 03 18 08 
00 0b 01 03 1f 
00 0b 01 03 20 
00 0b 01 03 27 
00 0b 01 04 04 
00 0b 01 04 05 08 
00 0b 01 04 06 
00 0b 01 04 10 08 
00 0b 01 04 18 08 
00 0b 01 04 19 08 
00 0b 01 04 1f 
00 0b 01 04 27 08 
00 0b 01 08 09 03 
00 0b 01 08 0e 
00 0b 01 08 10 03 
00 0b 01 08 18 03 
00 0b 01 08 1f 03 
00 0b 01 08 20 03 
00 0b 01 08 27 
00 0b 01 0c 04 
00 0b 01 0c 09 03 
00 0b 01 0c 0e 
00 0b 01 0c 0f 03 
00 0b 01 0c 10 03 
00 0b 01 0c 18 03 
00 0b 01 0c 1f 03 
00 0b 01 0c 27 
00 0b 01 0d 03 
00 0b 01 0d 05 
00 0b 01 0d 0e 
00 0b 01 0d 17 
00 0b 01 0d 18 03 
00 0b 01 0d 19 
00 0b 01 0d 20 03 
00 0b 01 0e 03 02 
00 0b 01 0e 05 02 
00 0b 01 0e 08 04 
00 0b 01 0e 09 03 
00 0b 01 0e 10 03 
00 0b 01 0e 19 
00 0b 01 0e 1f 03 
00 0b 01 0e 20 08 
00 0b 01 0e 27 
00 0b 01 0f 04 
00 0b 01 0f 05 03 
00 0b 01 0f 08 
00 0b 01 0f 17 03 
00 0b 01 0f 17 
00 0b 01 0f 18 03 
00 0b 01 0f 1f 03 
00 0b 01 0f 1f 
00 0b 01 0f 20 03 
00 0b 01 0f 27 03 
00 0b 01 13 02 02 
00 0b 01 13 04 
00 0b 01 13 18 0c 
00 0b 01 13 1f 0c 
00 0b 01 13 27 0d 
00 0b 01 14 02 
00 0b 01 14 04 
00 0b 01 14 05 
00 0b 01 14 08 
00 0b 01 14 0e 
00 0b 01 14 18 
00 0b 01 14 19 
00 0b 01 14 27 03 
00 0b 01 15 08 04 
00 0b 01 15 0f 0d 
00 0b 01 15 18 0d 
00 0b 01 15 19 0c 
00 0b 01 15 1f 0c 
00 0b 01 1b 04 
00 0b 01 1b 05 0c 
00 0b 01 1b 0e 
00 0b 01 1b 0f 0c 
00 0b 01 1b 10 08 
00 0b 01 1b 11 08 
00 0b 01 1b 17 03 
00 0b 01 1b 18 08 
00 0b 01 1b 19 08 
00 0b 01 1b 1f 08 
00 0b 01 1b 20 08 
00 0b 01 1b 20 
00 0b 01 1b 27 0c 
00 0b 01 1c 03 
00 0b 01 1c 05 08 
00 0b 01 1c 0f 08 
00 0b 01 1c 10 08 
00 0b 01 1c 19 08 
00 0b 01 1d 04 
00 0b 01 1d 05 08 
00 0b 01 1d 05 
00 0b 01 1d 08 
00 0b 01 1d 0e 
00 0b 01 1d 10 08 
00 0b 01 1d 19 
00 0b 01 24 10 0c 
00 0b 01 24 18 0c 
00 0b 01 24 1f 0c 
00 0b 01 24 1f 
00 0b 01 25 05 08 
00 0b 01 25 05 
00 0b 01 25 08 04 
00 0b 01 25 0f 08 
00 0b 01 25 10 08 
00 0b 01 25 18 
00 0b 01 25 19 08 
00 0b 01 25 1f 08 
00 0b 01 25 1f 
00 0b 01 25 27 08 
00 0b 02 02 04 
00 0b 02 02 05 
00 0b 02 02 08 
00 0b 02 02 0e 
00 0b 02 02 0f 04 
00 0b 02 02 10 0c 
00 0b 02 02 18 05 
00 0b 02 02 19 03 
00 0b 02 02 1f 03 
00 0b 02 02 20 03 
00 0b 02 02 27 03 
00 0b 02 03 04 
00 0b 02 03 05 
00 0b 02 03 06 
00 0b 02 03 08 
00 0b 02 03 0e 
00 0b 02 03 0f 04 
00 0b 02 03 0f 
00 0b 02 03 11 
00 0b 02 03 17 04 
00 0b 02 03 1f 
00 0b 02 03 20 
00 0b 02 03 27 
00 0b 02 04 05 01 
00 0b 02 04 06 08 
00 0b 02 04 0f 01 
00 0b 02 04 10 0c 
00 0b 02 04 11 01 
00 0b 02 04 17 00 
00 0b 02 04 19 01 
00 0b 02 04 1f 
00 0b 02 04 20 01 
00 0b 02 04 27 0c 
00 0b 02 08 05 02 
00 0b 02 08 06 03 
00 0b 02 08 0e 02 
00 0b 02 08 0f 02 
00 0b 02 08 10 0c 
00 0b 02 08 11 02 
00 0b 02 08 18 02 
00 0b 02 08 27 0c 
00 0b 02 08 
00 0b 02 0c 04 
00 0b 02 0c 09 02 
00 0b 02 0c 0f 02 
00 0b 02 0c 10 02 
00 0b 02 0c 17 02 
00 0b 02 0c 18 02 
00 0b 02 0d 06 
00 0b 02 0e 05 02 
00 0b 02 0e 06 02 
00 0b 02 0e 0f 08 
00 0b 02 0e 17 08 
00 0b 02 0e 18 02 
00 0b 02 0e 20 08 
00 0b 02 0e 27 0a 
00 0b 02 0f 06 03 
00 0b 02 0f 08 04 
00 0b 02 0f 0e 03 
00 0b 02 0f 0f 03 
00 0b 02 0f 11 03 
00 0b 02 0f 17 03 
00 0b 02 0f 18 03 
00 0b 02 0f 19 03 
00 0b 02 0f 1f 1c 
00 0b 02 0f 20 03 
00 0b 02 0f 27 03 
00 0b 02 0f 
00 0b 02 13 05 02 
00 0b 02 13 0e 02 
00 0b 02 13 0f 02 
00 0b 02 13 10 02 
00 0b 02 13 11 02 
00 0b 02 13 17 02 
00 0b 02 13 18 0c 
00 0b 02 13 19 02 
00 0b 02 13 20 02 
00 0b 02 13 27 15 
00 0b 02 14 04 
00 0b 02 14 06 
00 0b 02 14 08 
00 0b 02 14 0e 
00 0b 02 14 18 
00 0b 02 14 19 
00 0b 02 15 04 02 
00 0b 02 15 0e 0c 
00 0b 02 15 0f 0c 
00 0b 02 15 17 10 
00 0b 02 15 18 02 
00 0b 02 16 04 
00 0b 02 16 05 03 
00 0b 02 16 08 04 
00 0b 02 16 17 03 
00 0b 02 16 18 03 
00 0b 02 16 19 03 
00 0b 02 16 27 03 
00 0b 02 1c 06 08 
00 0b 02 1c 0f 02 
00 0b 02 1c 10 0f 
00 0b 02 1c 19 02 
00 0b 02 1c 1f 02 
00 0b 02 1d 04 
00 0b 02 1d 06 08 
00 0b 02 1d 06 
00 0b 02 1d 08 
00 0b 02 1d 09 18 
00 0b 02 1d 0e 
00 0b 02 1d 18 
00 0b 02 1d 19 02 
00 0b 02 25 00 
00 0b 02 25 06 08 
00 0b 02 25 06 
00 0b 02 25 08 08 
00 0b 02 25 0f 02 
00 0b 02 25 10 0c 
00 0b 02 25 18 
00 0b 02 25 1f 
00 0b 02 25 20 22 
00 0b 03 02 00 
00 0b 03 02 06 
00 0b 03 02 08 
00 0b 03 02 09 0e 
00 0b 03 02 09 
00 0b 03 02 0e 
00 0b 03 02 1f 05 
00 0b 03 02 1f 
00 0b 03 03 06 
00 0b 03 03 07 
00 0b 03 03 08 
00 0b 03 03 09 
00 0b 03 03 0e 
00 0b 03 03 0f 
00 0b 03 03 11 
00 0b 03 03 1f 05 
00 0b 03 03 1f 
00 0b 03 03 27 
00 0b 03 04 00 
00 0b 03 04 06 01 
00 0b 03 04 07 08 
00 0b 03 04 08 00 
00 0b 03 04 09 
00 0b 03 04 0f 01 
00 0b 03 04 10 0d 
00 0b 03 04 11 01 
00 0b 03 04 11 
00 0b 03 04 18 08 
00 0b 03 04 1f 
00 0b 03 08 00 02 
00 0b 03 08 08 
00 0b 03 08 09 02 
00 0b 03 08 0e 
00 0b 03 08 0f 02 
00 0b 03 08 11 02 
00 0b 03 08 18 02 
00 0b 03 08 
00 0b 03 0c 07 02 
00 0b 03 0c 08 03 
00 0b 03 0c 09 02 
00 0b 03 0c 09 
00 0b 03 0c 18 02 
00 0b 03 0c 1f 0d 
00 0b 03 0c 27 
00 0b 03 0d 07 
00 0b 03 0d 08 
00 0b 03 0d 18 
00 0b 03 0d 27 
00 0b 03 0e 06 02 
00 0b 03 0e 07 02 
00 0b 03 0e 09 02 
00 0b 03 0e 10 08 
00 0b 03 0e 11 02 
00 0b 03 0e 1f 03 
00 0b 03 0f 07 03 
00 0b 03 0f 08 0b 
00 0b 03 0f 09 03 
00 0b 03 0f 10 0d 
00 0b 03 0f 18 03 
00 0b 03 0f 27 0c 
00 0b 03 13 06 02 
00 0b 03 13 09 
00 0b 03 13 0e 02 
00 0b 03 13 0f 02 
00 0b 03 13 11 02 
00 0b 03 14 06 
00 0b 03 14 07 
00 0b 03 14 08 
00 0b 03 14 0e 
00 0b 03 14 18 
00 0b 03 14 27 
00 0b 03 15 09 02 
00 0b 03 15 09 
00 0b 03 15 0f 02 
00 0b 03 15 18 02 
00 0b 03 16 06 03 
00 0b 03 16 08 08 
00 0b 03 16 18 03 
00 0b 03 16 1f 03 
00 0b 03 1b 00 
00 0b 03 1b 07 0c 
00 0b 03 1b 08 
00 0b 03 1b 09 0c 
00 0b 03 1b 09 
00 0b 03 1b 0e 
00 0b 03 1b 10 0d 
00 0b 03 1b 1f 
00 0b 03 1b 27 12 
00 0b 03 1c 07 08 
00 0b 03 1c 09 0c 
00 0b 03 1c 0f 02 
00 0b 03 1c 10 0d 
00 0b 03 1d 07 08 
00 0b 03 1d 07 
00 0b 03 1d 0f 08 
00 0b 03 1d 1f 03 
00 0b 03 1d 27 
00 0b 03 24 00 
00 0b 03 24 06 02 
00 0b 03 24 08 03 
00 0b 03 24 09 0c 
00 0b 03 24 0e 02 
00 0b 03 24 0f 02 
00 0b 03 24 10 0d 
00 0b 03 24 11 02 
00 0b 03 24 18 02 
00 0b 03 25 07 08 
00 0b 03 25 07 
00 0b 03 25 08 03 
00 0b 03 25 18 
00 0b 03 25 1f 03 
00 0b 03 25 1f 
00 0b 03 25 27 02 
00 0b 04 02 00 
00 0b 04 02 01 
00 0b 04 02 08 
00 0b 04 02 09 
00 0b 04 02 0f 
00 0b 04 02 11 
00 0b 04 02 1f 
00 0b 04 02 20 
00 0b 04 02 27 
00 0b 04 03 00 
00 0b 04 03 01 
00 0b 04 03 08 
00 0b 04 03 09 
00 0b 04 03 0f 
00 0b 04 03 11 
00 0b 04 03 1f 
00 0b 04 03 20 
00 0b 04 03 27 
00 0b 04 04 01 
00 0b 04 04 08 
00 0b 04 04 09 
00 0b 04 04 11 
00 0b 04 04 18 
00 0b 04 04 19 
00 0b 04 04 20 
00 0b 04 04 27 
00 0b 04 08 01 02 
00 0b 04 08 08 
00 0b 04 08 09 
00 0b 04 08 10 02 
00 0b 04 08 10 
00 0b 04 08 11 
00 0b 04 08 18 
00 0b 04 08 19 02 
00 0b 04 08 19 
00 0b 04 08 1f 02 
00 0b 04 08 1f 
00 0b 04 08 20 02 
00 0b 04 08 27 02 
00 0b 04 0c 01 
00 0b 04 0c 08 
00 0b 04 0c 11 
00 0b 04 0c 18 
00 0b 04 0c 27 
00 0b 04 0d 00 
00 0b 04 0d 08 
00 0b 04 0d 18 
00 0b 04 0e 01 02 
00 0b 04 0e 10 02 
00 0b 04 0e 27 
00 0b 04 0f 00 03 
00 0b 04 0f 01 03 
00 0b 04 0f 18 03 
00 0b 04 0f 20 03 
00 0b 04 0f 27 03 
00 0b 04 13 09 03 
00 0b 04 13 0f 02 
00 0b 04 13 19 
00 0b 04 14 00 
00 0b 04 14 01 
00 0b 04 14 08 
00 0b 04 14 18 
00 0b 04 14 19 
00 0b 04 15 01 02 
00 0b 04 15 09 02 
00 0b 04 16 01 
00 0b 04 16 0f 
00 0b 04 16 17 03 
00 0b 04 16 18 03 
00 0b 04 1b 00 0c 
00 0b 04 1b 01 
00 0b 04 1b 08 
00 0b 04 1b 09 
00 0b 04 1b 11 
00 0b 04 1b 18 
00 0b 04 1b 19 
00 0b 04 1b 1f 
00 0b 04 1b 20 
00 0b 04 1b 27 
00 0b 04 1c 00 08 
00 0b 04 1d 01 
00 0b 04 1d 08 
00 0b 04 1d 09 08 
00 0b 04 1d 09 
00 0b 04 1d 18 
00 0b 04 1d 1f 
00 0b 04 1d 27 
00 0b 04 24 0f 02 
00 0b 04 24 17 
00 0b 04 24 18 02 
00 0b 04 25 09 02 
00 0b 04 25 10 02 
00 0b 04 25 18 
00 0b 04 25 1f 
00 0b 08 03 00 
00 0b 08 03 02 
00 0b 08 03 03 
00 0b 08 03 04 
00 0b 08 03 0b 04 
00 0b 08 03 0b 
00 0b 08 03 0c 
00 0b 08 03 0e 
00 0b 08 03 10 05 
00 0b 08 03 16 05 
00 0b 08 03 16 
00 0b 08 03 1f 
00 0b 08 03 20 
00 0b 08 03 27 
00 0b 08 08 03 
00 0b 08 08 04 
00 0b 08 08 0b 02 
00 0b 08 08 10 03 
00 0b 08 08 11 0c 
00 0b 08 08 17 0d 
00 0b 08 08 18 0d 
00 0b 08 08 19 25 
00 0b 08 0c 04 
00 0b 08 0c 10 08 
00 0b 08 0c 11 0e 
00 0b 08 0c 16 08 
00 0b 08 0c 17 08 
00 0b 08 0c 18 08 
00 0b 08 0c 1f 08 
00 0b 08 0d 10 03 
00 0b 08 0d 11 08 
00 0b 08 0d 17 08 
00 0b 08 0d 19 25 
00 0b 08 0d 1f 03 
00 0b 08 0d 20 03 
00 0b 08 0d 27 03 
00 0b 08 0e 04 03 
00 0b 08 0e 0b 02 
00 0b 08 0e 0c 02 
00 0b 08 0e 10 09 
00 0b 08 0e 16 03 
00 0b 08 0e 18 03 
00 0b 08 0e 19 03 
00 0b 08 0e 20 08 
00 0b 08 0f 02 
00 0b 08 0f 03 03 
00 0b 08 0f 0c 03 
00 0b 08 0f 10 03 
00 0b 08 0f 11 0a 
00 0b 08 0f 16 03 
00 0b 08 0f 17 0a 
00 0b 08 0f 19 0d 
00 0b 08 0f 1f 03 
00 0b 08 0f 1f 
00 0b 08 0f 20 03 
00 0b 08 0f 27 03 
00 0b 08 13 0b 02 
00 0b 08 13 11 0d 
00 0b 08 13 16 0d 
00 0b 08 13 18 0d 
00 0b 08 13 19 0e 
00 0b 08 13 1f 03 
00 0b 08 13 20 0e 
00 0b 08 13 27 0c 
00 0b 08 14 02 
00 0b 08 14 03 
00 0b 08 14 04 
00 0b 08 14 0a 
00 0b 08 14 0b 02 
00 0b 08 14 0b 
00 0b 08 14 0c 
00 0b 08 14 11 
00 0b 08 14 16 
00 0b 08 14 18 08 
00 0b 08 14 18 
00 0b 08 14 20 
00 0b 08 14 27 
00 0b 08 15 0b 11 
00 0b 08 15 11 08 
00 0b 08 15 1f 03 
00 0b 08 15 
00 0b 08 1b 02 03 
00 0b 08 1b 03 
00 0b 08 1b 04 
00 0b 08 1b 0b 02 
00 0b 08 1b 0c 0c 
00 0b 08 1b 10 03 
00 0b 08 1b 11 08 
00 0b 08 1b 16 03 
00 0b 08 1b 17 08 
00 0b 08 1b 19 25 
00 0b 08 1b 1f 03 
00 0b 08 1b 20 
00 0b 08 1b 27 03 
00 0b 08 1c 0b 1a 
00 0b 08 1c 0c 08 
00 0b 08 1c 17 08 
00 0b 08 1c 1f 03 
00 0b 08 1c 1f 
00 0b 08 1d 02 
00 0b 08 1d 04 
00 0b 08 1d 0b 
00 0b 08 1d 0c 08 
00 0b 08 1d 0c 
00 0b 08 1d 18 
00 0b 08 1d 27 03 
00 0b 08 1d 27 
00 0b 08 24 03 03 
00 0b 08 24 0b 02 
00 0b 08 24 10 03 
00 0b 08 24 11 0d 
00 0b 08 24 16 03 
00 0b 08 24 17 0d 
00 0b 08 24 18 0d 
00 0b 08 24 19 0e 
00 0b 08 24 1f 03 
00 0b 08 24 20 0e 
00 0b 08 24 27 03 
00 0b 08 25 02 08 
00 0b 08 25 03 03 
00 0b 08 25 04 
00 0b 08 25 0c 08 
00 0b 08 25 0c 
00 0b 08 25 10 03 
00 0b 08 25 11 08 
00 0b 08 25 17 0f 
00 0b 08 25 19 03 
00 0b 08 25 1f 
00 0b 08 25 27 03 
00 0b 09 03 00 07 
00 0b 09 1c 02 1f 
00 0b 09 1d 02 18 
00 0b 09 24 02 13 
00 0b 0e 02 00 
00 0b 0e 02 02 
00 0b 0e 02 03 
00 0b 0e 02 04 
00 0b 0e 02 08 
00 0b 0e 02 09 
00 0b 0e 02 11 
00 0b 0e 02 27 
00 0b 0e 03 00 
00 0b 0e 03 01 
00 0b 0e 03 02 
00 0b 0e 03 03 
00 0b 0e 03 04 
00 0b 0e 03 08 
00 0b 0e 03 09 
00 0b 0e 03 0a 
00 0b 0e 03 10 05 
00 0b 0e 03 1f 
00 0b 0e 03 20 
00 0b 0e 03 27 
00 0b 0e 08 01 
00 0b 0e 08 02 
00 0b 0e 08 03 
00 0b 0e 08 08 02 
00 0b 0e 08 09 02 
00 0b 0e 08 10 02 
00 0b 0e 08 11 02 
00 0b 0e 08 19 02 
00 0b 0e 08 27 02 
00 0b 0e 0c 01 
00 0b 0e 0c 11 
00 0b 0e 0c 17 
00 0b 0e 0d 02 02 
00 0b 0e 0d 09 02 
00 0b 0e 0d 10 02 
00 0b 0e 0d 19 02 
00 0b 0e 0d 1f 02 
00 0b 0e 0d 20 02 
00 0b 0e 0d 27 02 
00 0b 0e 0e 08 02 
00 0b 0e 0e 09 02 
00 0b 0e 0e 0a 02 
00 0b 0e 0e 10 09 
00 0b 0e 0e 17 02 
00 0b 0e 0e 19 02 
00 0b 0e 0e 20 0a 
00 0b 0e 0e 27 02 
00 0b 0e 0f 02 03 
00 0b 0e 0f 08 03 
00 0b 0e 0f 09 03 
00 0b 0e 0f 0a 03 
00 0b 0e 0f 10 03 
00 0b 0e 0f 11 0b 
00 0b 0e 0f 16 03 
00 0b 0e 0f 19 03 
00 0b 0e 0f 1f 03 
00 0b 0e 0f 20 03 
00 0b 0e 0f 27 03 
00 0b 0e 13 02 02 
00 0b 0e 13 03 02 
00 0b 0e 13 04 02 
00 0b 0e 13 11 02 
00 0b 0e 13 16 0c 
00 0b 0e 13 18 02 
00 0b 0e 13 19 02 
00 0b 0e 13 20 02 
00 0b 0e 13 27 02 
00 0b 0e 14 01 
00 0b 0e 14 02 
00 0b 0e 14 03 
00 0b 0e 14 08 
00 0b 0e 14 09 
00 0b 0e 14 0a 
00 0b 0e 14 11 
00 0b 0e 14 16 
00 0b 0e 14 18 
00 0b 0e 14 19 
00 0b 0e 14 20 
00 0b 0e 14 27 
00 0b 0e 15 02 0c 
00 0b 0e 15 08 08 
00 0b 0e 15 11 02 
00 0b 0e 15 19 02 
00 0b 0e 15 1f 02 
00 0b 0e 16 04 
00 0b 0e 16 08 
00 0b 0e 16 09 
00 0b 0e 16 11 08 
00 0b 0e 16 11 
00 0b 0e 16 19 
00 0b 0e 16 20 
00 0b 0e 1b 01 
00 0b 0e 1b 02 
00 0b 0e 1b 03 
00 0b 0e 1b 08 
00 0b 0e 1b 09 
00 0b 0e 1b 0a 0c 
00 0b 0e 1b 10 02 
00 0b 0e 1b 16 0c 
00 0b 0e 1b 19 
00 0b 0e 1b 20 
00 0b 0e 1c 0a 08 
00 0b 0e 1c 16 08 
00 0b 0e 1c 1f 
00 0b 0e 1d 01 
00 0b 0e 1d 02 
00 0b 0e 1d 04 
00 0b 0e 1d 09 
00 0b 0e 1d 0a 08 
00 0b 0e 1d 0a 
00 0b 0e 1d 10 
00 0b 0e 1d 16 08 
00 0b 0e 1d 18 
00 0b 0e 1d 27 
00 0b 0e 24 02 02 
00 0b 0e 24 03 02 
00 0b 0e 24 04 02 
00 0b 0e 24 10 20 
00 0b 0e 24 11 02 
00 0b 0e 24 16 0c 
00 0b 0e 24 1f 20 
00 0b 0e 24 27 02 
00 0b 0e 25 04 
00 0b 0e 25 0a 08 
00 0b 0e 25 0a 
00 0b 0e 25 16 08 
00 0b 0e 25 1f 
00 0b 0f 02 02 04 
00 0b 0f 02 08 
00 0b 0f 02 09 
00 0b 0f 02 10 08 
00 0b 0f 02 16 
00 0b 0f 02 17 08 
00 0b 0f 02 18 08 
00 0b 0f 02 19 04 
00 0b 0f 02 1f 04 
00 0b 0f 02 20 04 
00 0b 0f 03 00 
00 0b 0f 03 02 04 
00 0b 0f 03 02 
00 0b 0f 03 03 
00 0b 0f 03 08 
00 0b 0f 03 09 
00 0b 0f 03 0a 
00 0b 0f 03 0b 
00 0b 0f 03 0c 
00 0b 0f 03 10 08 
00 0b 0f 03 16 
00 0b 0f 03 19 05 
00 0b 0f 03 1f 04 
00 0b 0f 03 1f 
00 0b 0f 03 20 
00 0b 0f 03 27 
00 0b 0f 03 
00 0b 0f 08 03 02 
00 0b 0f 08 04 02 
00 0b 0f 08 08 02 
00 0b 0f 08 09 02 
00 0b 0f 08 10 02 
00 0b 0f 08 11 02 
00 0b 0f 08 16 02 
00 0b 0f 08 17 02 
00 0b 0f 08 18 02 
00 0b 0f 08 19 02 
00 0b 0f 08 1f 02 
00 0b 0f 08 20 02 
00 0b 0f 08 27 02 
00 0b 0f 08 
00 0b 0f 0c 01 03 
00 0b 0f 0c 02 02 
00 0b 0f 0c 03 1d 
00 0b 0f 0c 04 03 
00 0b 0f 0c 10 02 
00 0b 0f 0c 11 02 
00 0b 0f 0c 17 08 
00 0b 0f 0c 17 
00 0b 0f 0c 18 08 
00 0b 0f 0c 1f 02 
00 0b 0f 0d 01 03 
00 0b 0f 0d 02 02 
00 0b 0f 0d 04 03 
00 0b 0f 0d 09 02 
00 0b 0f 0d 10 02 
00 0b 0f 0d 17 1b 
00 0b 0f 0d 18 1b 
00 0b 0f 0d 19 02 
00 0b 0f 0d 1f 02 
00 0b 0f 0d 20 03 
00 0b 0f 0d 27 02 
00 0b 0f 0d 
00 0b 0f 0e 02 08 
00 0b 0f 0e 08 02 
00 0b 0f 0e 09 08 
00 0b 0f 0e 0b 02 
00 0b 0f 0e 10 09 
00 0b 0f 0e 17 1b 
00 0b 0f 0e 18 0b 
00 0b 0f 0e 19 02 
00 0b 0f 0e 27 02 
00 0b 0f 0f 02 03 
00 0b 0f 0f 04 03 
00 0b 0f 0f 08 03 
00 0b 0f 0f 09 03 
00 0b 0f 0f 0b 03 
00 0b 0f 0f 0c 03 
00 0b 0f 0f 10 03 
00 0b 0f 0f 11 0b 
00 0b 0f 0f 16 03 
00 0b 0f 0f 17 1b 
00 0b 0f 0f 18 1b 
00 0b 0f 0f 19 03 
00 0b 0f 0f 1f 03 
00 0b 0f 0f 20 03 
00 0b 0f 0f 27 03 
00 0b 0f 0f 
00 0b 0f 13 02 02 
00 0b 0f 13 03 02 
00 0b 0f 13 09 02 
00 0b 0f 13 10 10 
00 0b 0f 13 11 02 
00 0b 0f 13 11 
00 0b 0f 13 19 16 
00 0b 0f 13 1f 02 
00 0b 0f 13 20 02 
00 0b 0f 13 20 
00 0b 0f 13 
00 0b 0f 14 08 
00 0b 0f 14 09 
00 0b 0f 14 0a 
00 0b 0f 14 0b 
00 0b 0f 14 0c 
00 0b 0f 14 11 
00 0b 0f 14 16 
00 0b 0f 14 17 08 
00 0b 0f 14 18 08 
00 0b 0f 14 19 
00 0b 0f 14 20 02 
00 0b 0f 14 20 
00 0b 0f 14 27 
00 0b 0f 15 01 0d 
00 0b 0f 15 02 0c 
00 0b 0f 15 03 02 
00 0b 0f 15 08 08 
00 0b 0f 15 17 08 
00 0b 0f 15 19 02 
00 0b 0f 15 1f 02 
00 0b 0f 16 04 03 
00 0b 0f 16 08 
00 0b 0f 16 0c 
00 0b 0f 16 11 08 
00 0b 0f 16 11 
