00 1c 02 04 1f 
00 0b 18 0f 09 
00 0b 18 0f 0f 
00 0b 18 0f 1d 
00 0b 18 0f 1e 
00 0b 18 0f 27 
00 0b 18 15 01 
00 0b 18 15 02 
00 0b 18 15 10 
00 0b 18 15 11 
00 0b 18 15 17 
00 0b 18 15 1a 
00 0b 18 15 1f 
00 0b 18 16 02 
00 0b 18 16 11 
00 0b 18 16 17 
00 0b 18 16 1b 
00 0b 18 16 27 
00 0b 18 1b 10 
00 0b 18 1b 11 
00 0b 18 1b 12 
00 0b 18 1d 12 
00 0b 18 24 02 
00 0b 18 24 1d 
00 0b 19 02 08 
00 0b 19 08 08 
00 0b 19 08 0e 
00 0b 19 08 17 
00 0b 19 08 1e 
00 0b 19 08 27 
00 0b 19 0f 0e 
00 0b 19 0f 0f 
00 0b 19 0f 17 
00 0b 19 0f 1e 
00 0b 19 0f 27 
00 0b 19 13 08 
00 0b 19 13 0f 
00 0b 19 13 10 
00 0b 19 13 1e 
00 0b 19 13 1f 
00 0b 19 14 12 
00 0b 19 14 26 
00 0b 19 15 01 
00 0b 19 16 08 
00 0b 19 16 10 
00 0b 19 16 1e 
00 0b 19 1b 08 
00 0b 19 1b 27 
00 0b 19 1c 08 
00 0b 19 1c 11 
00 0b 19 1c 27 
00 0b 19 24 08 
00 0b 19 24 1e 
00 0b 19 24 26 
00 0b 19 24 27 
00 0b 1f 02 11 
00 0b 1f 02 12 
00 0b 1f 02 26 
00 0b 1f 03 19 
00 0b 1f 03 20 
00 0b 1f 08 04 
00 0b 1f 08 09 
00 0b 1f 08 11 
00 0b 1f 08 17 
00 0b 1f 0d 11 
00 0b 1f 0d 1b 
00 0b 1f 0e 09 
00 0b 1f 0f 02 
00 0b 1f 0f 04 
00 0b 1f 0f 09 
00 0b 1f 0f 0f 
00 0b 1f 0f 11 
00 0b 1f 0f 17 
00 0b 1f 15 11 
00 0b 1f 15 20 
00 0b 1f 16 12 
00 0b 1f 16 26 
00 0b 1f 1b 11 
00 0b 1f 1b 12 
00 0b 1f 1c 11 
00 0b 1f 1c 20 
00 0b 1f 25 11 
00 0b 1f 25 17 
00 0b 1f 25 19 
00 0b 20 02 11 
00 0b 20 02 18 
00 0b 20 08 09 
00 0b 20 08 11 
00 0b 20 0f 09 
00 0b 20 0f 0f 
00 0b 20 0f 19 
00 0b 20 0f 1f 
00 0b 20 0f 20 
00 0b 20 0f 25 
00 0b 20 15 10 
00 0b 20 15 1f 
00 0b 20 15 25 
00 0b 20 16 10 
00 0b 20 16 11 
00 0b 20 16 25 
00 0b 20 1b 10 
00 0b 20 1b 11 
00 0b 20 24 26 
00 0b 20 25 02 
00 0b 20 25 10 
00 0b 20 25 11 
00 0b 20 25 19 
00 0b 20 
00 0b 27 02 11 
00 0b 27 03 18 
00 0b 27 08 09 
00 0b 27 08 0f 
00 0b 27 08 11 
00 0b 27 08 19 
00 0b 27 0c 09 
00 0b 27 0c 18 
00 0b 27 0c 19 
00 0b 27 0c 1f 
00 0b 27 0c 22 
00 0b 27 0e 09 
00 0b 27 0e 1f 
00 0b 27 0f 03 
00 0b 27 0f 09 
00 0b 27 0f 11 
00 0b 27 0f 18 
00 0b 27 0f 19 
00 0b 27 13 10 
00 0b 27 13 21 
00 0b 27 15 01 
00 0b 27 15 11 
00 0b 27 15 1a 
00 0b 27 16 10 
00 0b 27 16 11 
00 0b 27 16 18 
00 0b 27 1b 11 
00 0b 27 1b 19 
00 0b 27 1d 10 
00 0b 27 24 17 
00 0b 27 24 19 
00 0b 27 25 10 
00 15 02 03 1f 
00 15 02 04 18 
00 15 02 0a 09 
00 15 02 0a 0f 
00 15 02 0a 10 
00 15 02 0d 18 
00 15 02 10 09 
00 15 02 10 18 
00 15 02 11 18 
00 15 02 11 1f 
00 15 02 12 0f 
00 15 02 14 0f 
00 15 02 14 1f 
00 15 02 14 27 
00 15 02 1d 0f 
00 15 02 1d 20 
00 15 02 1e 0e 
00 15 02 1e 0f 
00 15 02 1e 11 
00 15 02 1e 20 
00 15 02 25 08 
00 15 03 0a 10 
00 15 03 11 10 
00 15 03 11 27 
00 15 03 1b 27 
00 15 03 1d 09 
00 15 03 1d 1f 
00 15 03 1e 10 
00 15 03 1e 1f 
00 15 03 25 08 
00 15 08 0a 10 
00 15 08 0a 18 
00 15 08 0a 1f 
00 15 08 0b 11 
00 15 08 0b 18 
00 15 08 0b 1f 
00 15 08 12 11 
00 15 08 14 11 
00 15 08 14 20 
00 15 08 1b 10 
00 15 08 1b 16 
00 15 08 1b 20 
00 15 08 1d 11 
00 15 08 1d 20 
00 15 08 1e 0b 
00 15 08 1e 10 
00 15 08 1e 16 
00 15 08 1e 1f 
00 15 08 1e 20 
00 15 08 24 03 
00 15 08 24 18 
00 15 08 25 03 
00 15 08 25 11 
00 15 09 03 1f 
00 15 09 0a 02 
00 15 09 0a 0c 
00 15 09 0a 0e 
00 15 09 0a 10 
00 15 09 0a 1f 
00 15 09 0c 10 
00 15 09 0c 17 
00 15 09 0c 1f 
00 15 09 11 08 
00 15 09 11 0e 
00 15 09 11 10 
00 15 09 11 16 
00 15 09 11 18 
00 15 09 11 1f 
00 15 09 11 20 
00 15 09 11 27 
00 15 09 12 17 
00 15 09 12 1f 
00 15 09 12 20 
00 15 09 12 27 
00 15 09 14 10 
00 15 09 14 27 
00 15 09 1b 08 
00 15 09 1b 10 
00 15 09 1b 16 
00 15 09 1b 17 
00 15 09 1b 1f 
00 15 09 1d 03 
00 15 09 1d 0f 
00 15 09 1d 10 
00 15 09 1d 17 
00 15 09 1e 0f 
00 15 09 1e 10 
00 15 09 1e 11 
00 15 09 1e 16 
00 15 09 1e 18 
00 15 09 1e 1f 
00 15 09 1e 20 
00 15 09 24 16 
00 15 09 24 17 
00 15 09 24 1f 
00 15 09 25 11 
00 15 0e 0a 08 
00 15 0e 0a 10 
00 15 0e 0a 19 
00 15 0e 11 09 
00 15 0e 11 19 
00 15 0e 1b 09 
00 15 0e 1b 19 
00 15 0e 1b 1f 
00 15 0e 1e 02 
00 15 0e 1e 10 
00 15 0e 1e 19 
00 15 0e 1e 1f 
00 15 0e 1e 20 
00 15 0e 1e 27 
00 15 0f 03 17 
00 15 0f 0a 02 
00 15 0f 0a 08 
00 15 0f 0a 0a 
00 15 0f 0a 10 
00 15 0f 0a 18 
00 15 0f 0a 19 
00 15 0f 0a 1f 
00 15 0f 0a 20 
00 15 0f 0b 01 
00 15 0f 0c 18 
00 15 0f 0c 19 
00 15 0f 0c 1f 
00 15 0f 0c 27 
00 15 0f 11 09 
00 15 0f 11 10 
00 15 0f 11 18 
00 15 0f 11 19 
00 15 0f 11 1f 
00 15 0f 11 20 
00 15 0f 12 02 
00 15 0f 12 17 
00 15 0f 12 19 
00 15 0f 12 1f 
00 15 0f 12 27 
00 15 0f 13 20 
00 15 0f 14 18 
00 15 0f 1b 09 
00 15 0f 1b 17 
00 15 0f 1b 19 
00 15 0f 1b 1f 
00 15 0f 1b 20 
00 15 0f 1b 27 
00 15 0f 1d 02 
00 15 0f 1d 27 
00 15 0f 1e 02 
00 15 0f 1e 10 
00 15 0f 1e 19 
00 15 0f 1e 1f 
00 15 0f 1e 20 
00 15 0f 24 18 
00 15 0f 25 19 
00 15 10 03 19 
00 15 10 03 27 
00 15 10 0b 16 
00 15 10 0b 18 
00 15 10 0b 1e 
00 15 10 0b 20 
00 15 10 0c 15 
00 15 10 0c 19 
00 15 10 0c 20 
00 15 10 11 19 
00 15 10 11 20 
00 15 10 12 19 
00 15 10 12 27 
00 15 10 13 13 
00 15 10 13 19 
00 15 10 13 20 
00 15 10 14 09 
00 15 10 14 19 
00 15 10 14 20 
00 15 10 14 27 
00 15 10 1b 08 
00 15 10 1b 09 
00 15 10 1b 19 
00 15 10 1b 20 
00 15 10 1c 12 
00 15 10 1c 19 
00 15 10 1c 20 
00 15 10 1d 09 
00 15 10 1d 12 
00 15 10 1d 18 
00 15 10 1d 20 
00 15 10 1d 27 
00 15 10 24 15 
00 15 10 25 19 
00 15 10 25 27 
00 15 11 03 1f 
00 15 11 0b 18 
00 15 11 0b 1f 
00 15 11 0c 10 
00 15 11 0c 17 
00 15 11 0c 1f 
00 15 11 0c 20 
00 15 11 11 08 
00 15 11 11 10 
00 15 11 11 1f 
00 15 11 11 27 
00 15 11 12 08 
00 15 11 13 10 
00 15 11 13 1f 
00 15 11 14 08 
00 15 11 14 10 
00 15 11 14 1f 
00 15 11 1b 18 
00 15 11 1c 
00 15 11 1d 08 
00 15 11 1d 10 
00 15 11 1e 02 
00 15 11 1e 09 
00 15 11 1e 0a 
00 15 11 1e 10 
00 15 11 1e 18 
00 15 11 24 08 
00 15 11 24 18 
00 15 11 24 1e 
00 15 11 25 08 
00 15 11 25 09 
00 15 11 25 10 
00 15 11 25 1f 
00 15 17 03 0f 
00 15 17 03 1f 
00 15 17 03 20 
00 15 17 0b 18 
00 15 17 0c 09 
00 15 17 0c 10 
00 15 17 0c 11 
00 15 17 11 12 
00 15 17 11 19 
00 15 17 11 1e 
00 15 17 11 1f 
00 15 17 12 09 
00 15 17 12 0f 
00 15 17 12 12 
00 15 17 12 19 
00 15 17 12 1e 
00 15 17 13 11 
00 15 17 14 02 
00 15 17 1b 02 
00 15 17 1b 09 
00 15 17 1b 0f 
00 15 17 1b 11 
00 15 17 1b 12 
00 15 17 1b 19 
00 15 17 1b 1f 
00 15 17 1c 11 
00 15 17 1d 09 
00 15 17 1e 12 
00 15 17 1e 27 
00 15 18 03 02 
00 15 18 03 08 
00 15 18 0a 02 
00 15 18 0a 0f 
00 15 18 0a 1a 
00 15 18 0a 1e 
00 15 18 0a 20 
00 15 18 0b 01 
00 15 18 0b 02 
00 15 18 0b 10 
00 15 18 0b 11 
00 15 18 0b 17 
00 15 18 0b 1a 
00 15 18 0b 1f 
00 15 18 0c 0f 
00 15 18 0c 12 
00 15 18 0c 1e 
00 15 18 0c 26 
00 15 18 11 09 
00 15 18 11 0f 
00 15 18 11 1d 
00 15 18 11 1e 
00 15 18 11 27 
00 15 18 12 02 
00 15 18 12 1d 
00 15 18 12 27 
00 15 18 13 0f 
00 15 18 13 12 
00 15 18 13 1b 
00 15 18 13 1e 
00 15 18 13 26 
00 15 18 14 04 
00 15 18 14 1e 
00 15 18 14 20 
00 15 18 1b 08 
00 15 18 1b 12 
00 15 18 1b 1b 
00 15 18 1b 1e 
00 15 18 1b 20 
00 15 18 1b 26 
00 15 18 1b 27 
00 15 18 1d 08 
00 15 18 1d 09 
00 15 18 1d 17 
00 15 18 1d 1e 
00 15 18 1d 27 
00 15 18 1e 02 
00 15 18 1e 1e 
00 15 18 1e 27 
00 15 18 24 08 
00 15 18 24 0f 
00 15 18 
00 15 19 03 03 
00 15 19 03 10 
00 15 19 03 27 
00 15 19 0a 0e 
00 15 19 0a 0f 
00 15 19 0a 18 
00 15 19 0a 26 
00 15 19 0b 01 
00 15 19 0c 10 
00 15 19 11 0e 
00 15 19 11 0f 
00 15 19 11 17 
00 15 19 11 1e 
00 15 19 11 27 
00 15 19 12 0f 
00 15 19 12 10 
00 15 19 12 17 
00 15 19 12 1e 
00 15 19 12 27 
00 15 19 13 10 
00 15 19 14 03 
00 15 19 14 0f 
00 15 19 14 10 
00 15 19 14 17 
00 15 19 14 1e 
00 15 19 1b 03 
00 15 19 1b 0e 
00 15 19 1b 0f 
00 15 19 1b 10 
00 15 19 1b 17 
00 15 19 1b 18 
00 15 19 1b 27 
00 15 19 1c 0e 
00 15 19 1c 10 
00 15 19 1c 1e 
00 15 19 1c 27 
00 15 19 1d 27 
00 15 19 1e 0e 
00 15 19 1e 0f 
00 15 19 1e 27 
00 15 19 25 0f 
00 15 19 25 10 
00 15 19 25 17 
00 15 19 25 27 
00 15 19 
00 15 1f 03 02 
00 15 1f 03 09 
00 15 1f 03 11 
00 15 1f 03 17 
00 15 1f 0a 08 
00 15 1f 0a 09 
00 15 1f 0a 0f 
00 15 1f 0a 26 
00 15 1f 0b 11 
00 15 1f 0b 20 
00 15 1f 0c 09 
00 15 1f 0c 11 
00 15 1f 0c 12 
00 15 1f 0c 26 
00 15 1f 11 02 
00 15 1f 11 04 
00 15 1f 11 09 
00 15 1f 11 0f 
00 15 1f 11 11 
00 15 1f 11 17 
00 15 1f 12 09 
00 15 1f 12 0f 
00 15 1f 12 27 
00 15 1f 13 12 
00 15 1f 13 26 
00 15 1f 1b 09 
00 15 1f 1b 0e 
00 15 1f 1b 0f 
00 15 1f 1b 17 
00 15 1f 1b 20 
00 15 1f 1c 0f 
00 15 1f 1c 17 
00 15 1f 1d 11 
00 15 1f 1e 03 
00 15 1f 1e 08 
00 15 1f 1e 09 
00 15 1f 1e 0e 
00 15 1f 1e 0f 
00 15 1f 25 11 
00 15 1f 25 17 
00 15 20 03 09 
00 15 20 03 0f 
00 15 20 03 10 
00 15 20 03 18 
00 15 20 03 19 
00 15 20 0a 09 
00 15 20 0a 0f 
00 15 20 0a 10 
00 15 20 0a 18 
00 15 20 0a 19 
00 15 20 0a 1a 
00 15 20 0a 26 
00 15 20 0b 10 
00 15 20 0b 18 
00 15 20 0b 1a 
00 15 20 0c 01 
00 15 20 0c 09 
00 15 20 0c 10 
00 15 20 0c 19 
00 15 20 11 03 
00 15 20 11 0f 
00 15 20 11 19 
00 15 20 11 25 
00 15 20 12 08 
00 15 20 12 10 
00 15 20 13 03 
00 15 20 13 08 
00 15 20 13 10 
00 15 20 13 18 
00 15 20 13 25 
00 15 20 14 03 
00 15 20 14 08 
00 15 20 14 10 
00 15 20 14 18 
00 15 20 14 25 
00 15 20 1c 10 
00 15 20 1d 03 
00 15 20 1d 08 
00 15 20 1d 10 
00 15 20 1d 25 
00 15 20 1d 27 
00 15 20 1e 03 
00 15 20 1e 08 
00 15 20 1e 0e 
00 15 20 1e 0f 
00 15 20 1e 19 
00 15 20 1e 25 
00 15 20 25 08 
00 15 20 25 10 
00 15 20 25 17 
00 15 20 25 19 
00 15 20 25 1f 
00 15 20 25 26 
00 15 27 03 10 
00 15 27 03 19 
00 15 27 0a 26 
00 15 27 0b 22 
00 15 27 0b 24 
00 15 27 0c 21 
00 15 27 0c 26 
00 15 27 11 11 
00 15 27 11 17 
00 15 27 11 18 
00 15 27 11 19 
00 15 27 12 03 
00 15 27 12 0e 
00 15 27 12 10 
00 15 27 12 11 
00 15 27 12 17 
00 15 27 12 18 
00 15 27 12 19 
00 15 27 12 1a 
00 15 27 12 25 
00 15 27 14 03 
00 15 27 14 0f 
00 15 27 14 10 
00 15 27 14 11 
00 15 27 14 17 
00 15 27 14 18 
00 15 27 14 19 
00 15 27 14 1a 
00 15 27 1b 03 
00 15 27 1b 0f 
00 15 27 1b 19 
00 15 27 1b 21 
00 15 27 1c 02 
00 15 27 1c 03 
00 15 27 1c 21 
00 15 27 1d 0f 
00 15 27 1d 10 
00 15 27 1d 19 
00 15 27 1d 1a 
00 15 27 1d 1f 
00 15 27 1e 0e 
00 15 27 1e 17 
00 15 27 1e 19 
00 15 27 1e 25 
00 15 27 24 08 
00 15 27 24 19 
00 15 27 24 26 
00 15 27 25 08 
00 15 27 
00 0c 01 04 10 
00 0c 01 04 20 
00 0c 01 08 05 
00 0c 01 09 03 
00 0c 01 09 05 
00 0c 01 09 10 
00 0c 01 0a 10 
00 0c 01 0d 10 
00 0c 01 0d 1f 
00 0c 01 0f 10 
00 0c 01 0f 20 
00 0c 01 13 20 
00 0c 01 15 20 
00 0c 01 1d 1f 
00 0c 02 02 10 
00 0c 02 03 09 
00 0c 02 03 10 
00 0c 02 04 09 
00 0c 02 04 10 
00 0c 02 04 27 
00 0c 02 08 18 
00 0c 02 08 1f 
00 0c 02 09 06 
00 0c 02 09 10 
00 0c 02 0a 09 
00 0c 02 0a 10 
00 0c 02 0d 0f 
00 0c 02 0d 1f 
00 0c 02 0d 27 
00 0c 02 0e 10 
00 0c 02 0f 1f 
00 0c 02 0f 27 
00 0c 02 1d 0f 
00 0c 02 25 09 
00 0c 02 25 10 
00 0c 03 04 10 
00 0c 03 08 10 
00 0c 03 08 27 
00 0c 03 09 00 
00 0c 03 09 07 
00 0c 03 0d 10 
00 0c 03 0e 10 
00 0c 03 1c 10 
00 0c 03 1d 10 
00 0c 04 09 00 
00 0c 04 1b 
00 0c 09 03 02 
00 0c 09 03 10 
00 0c 09 03 19 
00 0c 09 03 1f 
00 0c 09 03 20 
00 0c 09 08 08 
00 0c 09 08 0e 
00 0c 09 08 10 
00 0c 09 08 16 
00 0c 09 08 18 
00 0c 09 08 1f 
00 0c 09 08 20 
00 0c 09 08 27 
00 0c 09 09 0d 
00 0c 09 09 0e 
00 0c 09 09 10 
00 0c 09 09 17 
00 0c 09 09 1f 
00 0c 09 09 20 
00 0c 09 0a 02 
00 0c 09 0a 10 
00 0c 09 0a 17 
00 0c 09 0a 18 
00 0c 09 0c 0e 
00 0c 09 0c 10 
00 0c 09 0c 18 
00 0c 09 0c 1f 
00 0c 09 0c 27 
00 0c 09 0d 04 
00 0c 09 0d 0e 
00 0c 09 0d 10 
00 0c 09 0d 27 
00 0c 09 0e 0e 
00 0c 09 0e 10 
00 0c 09 0e 16 
00 0c 09 0e 18 
00 0c 09 0e 1f 
00 0c 09 0e 20 
00 0c 09 0f 04 
00 0c 09 0f 08 
00 0c 09 0f 10 
00 0c 09 0f 11 
00 0c 09 0f 1f 
00 0c 09 0f 27 
00 0c 09 15 1f 
00 0c 09 1b 19 
00 0c 09 1c 10 
00 0c 09 1c 19 
00 0c 09 1c 1f 
00 0c 09 1d 10 
00 0c 09 24 10 
00 0c 09 25 02 
00 0c 09 25 10 
00 0c 09 25 16 
00 0c 09 25 1f 
00 0c 0e 03 20 
00 0c 0e 08 09 
00 0c 0e 08 19 
00 0c 0e 09 0a 
00 0c 0e 09 10 
00 0c 0e 09 1f 
00 0c 0e 0c 09 
00 0c 0e 0c 10 
00 0c 0e 0c 19 
00 0c 0e 0e 19 
00 0c 0e 0f 20 
00 0c 0f 02 20 
00 0c 0f 03 18 
00 0c 0f 03 19 
00 0c 0f 03 20 
00 0c 0f 08 09 
00 0c 0f 08 10 
00 0c 0f 08 18 
00 0c 0f 08 19 
00 0c 0f 08 1f 
00 0c 0f 08 20 
00 0c 0f 09 0b 
00 0c 0f 09 10 
00 0c 0f 09 17 
00 0c 0f 09 18 
00 0c 0f 09 19 
00 0c 0f 09 1f 
00 0c 0f 09 27 
00 0c 0f 0a 03 
00 0c 0f 0a 10 
00 0c 0f 0a 18 
00 0c 0f 0c 10 
00 0c 0f 0c 18 
00 0c 0f 0c 19 
00 0c 0f 0c 1f 
00 0c 0f 0c 20 
00 0c 0f 0d 02 
00 0c 0f 0d 10 
00 0c 0f 0d 16 
00 0c 0f 0d 18 
00 0c 0f 0d 19 
00 0c 0f 0d 1f 
00 0c 0f 0d 20 
00 0c 0f 0f 04 
00 0c 0f 0f 09 
00 0c 0f 0f 10 
00 0c 0f 0f 20 
00 0c 0f 15 18 
00 0c 0f 15 27 
00 0c 0f 16 20 
00 0c 0f 1c 10 
00 0c 0f 1c 20 
00 0c 0f 1d 02 
00 0c 0f 24 03 
00 0c 0f 25 10 
00 0c 10 03 09 
00 0c 10 03 27 
00 0c 10 08 03 
00 0c 10 08 09 
00 0c 10 08 0f 
00 0c 10 08 12 
00 0c 10 09 01 
00 0c 10 09 02 
00 0c 10 09 08 
00 0c 10 09 09 
00 0c 10 09 0e 
00 0c 10 09 0f 
00 0c 10 09 12 
00 0c 10 09 14 
00 0c 10 0a 01 
00 0c 10 0a 08 
00 0c 10 0a 09 
00 0c 10 0a 0f 
00 0c 10 0a 12 
00 0c 10 0a 16 
00 0c 10 0a 27 
00 0c 10 0b 02 
00 0c 10 0b 09 
00 0c 10 0b 0f 
00 0c 10 0b 12 
00 0c 10 0b 17 
00 0c 10 0d 01 
00 0c 10 0d 02 
00 0c 10 0d 03 
00 0c 10 0d 04 
00 0c 10 0d 08 
00 0c 10 0d 09 
00 0c 10 0d 0a 
00 0c 10 0d 0f 
00 0c 10 0d 12 
00 0c 10 0e 03 
00 0c 10 0e 09 
00 0c 10 0e 12 
00 0c 10 0e 18 
00 0c 10 0e 27 
00 0c 10 0f 01 
00 0c 10 0f 02 
00 0c 10 0f 04 
00 0c 10 0f 09 
00 0c 10 0f 0f 
00 0c 10 0f 12 
00 0c 10 0f 16 
00 0c 10 13 01 
00 0c 10 13 03 
00 0c 10 13 09 
00 0c 10 15 02 
00 0c 10 15 09 
00 0c 10 15 0e 
00 0c 10 15 0f 
00 0c 10 15 12 
00 0c 10 15 15 
00 0c 10 15 16 
00 0c 10 16 12 
00 0c 10 1b 19 
00 0c 10 1b 1f 
00 0c 10 1c 03 
00 0c 10 1c 09 
00 0c 10 1c 0f 
00 0c 10 1c 12 
00 0c 10 1c 16 
00 0c 10 25 04 
00 0c 10 25 09 
00 0c 10 25 0f 
00 0c 10 25 12 
00 0c 10 25 27 
00 0c 11 08 08 
00 0c 11 08 10 
00 0c 11 08 1f 
00 0c 11 08 27 
00 0c 11 09 15 
00 0c 11 09 16 
00 0c 11 0a 10 
00 0c 11 0a 17 
00 0c 11 0b 10 
00 0c 11 0b 1f 
00 0c 11 0b 27 
00 0c 11 0d 10 
00 0c 11 0d 16 
00 0c 11 0d 1f 
00 0c 11 0e 10 
00 0c 11 0e 1f 
00 0c 11 0f 09 
00 0c 11 0f 10 
00 0c 11 0f 17 
00 0c 11 0f 1f 
00 0c 11 0f 20 
00 0c 11 14 10 
00 0c 11 14 1f 
00 0c 11 14 20 
00 0c 11 15 10 
00 0c 11 15 17 
00 0c 11 15 1f 
00 0c 11 15 20 
00 0c 11 16 10 
00 0c 11 1c 10 
00 0c 11 1c 17 
00 0c 11 1c 1f 
00 0c 11 1d 10 
00 0c 11 25 16 
00 0c 18 03 0f 
00 0c 18 03 12 
00 0c 18 03 20 
00 0c 18 03 26 
00 0c 18 08 09 
00 0c 18 08 0f 
00 0c 18 08 1d 
00 0c 18 08 1e 
00 0c 18 08 27 
00 0c 18 09 02 
00 0c 18 09 08 
00 0c 18 09 0f 
00 0c 18 09 1a 
00 0c 18 09 1c 
00 0c 18 09 1d 
00 0c 18 09 27 
00 0c 18 0a 02 
00 0c 18 0a 09 
00 0c 18 0a 0f 
00 0c 18 0a 12 
00 0c 18 0a 26 
00 0c 18 0d 02 
00 0c 18 0d 04 
00 0c 18 0d 0f 
00 0c 18 0d 1e 
00 0c 18 0d 20 
00 0c 18 0e 02 
00 0c 18 0e 09 
00 0c 18 0e 10 
00 0c 18 0e 1b 
00 0c 18 0e 1e 
00 0c 18 0e 26 
00 0c 18 0f 12 
00 0c 18 0f 1a 
00 0c 18 0f 1e 
00 0c 18 15 0f 
00 0c 18 15 12 
00 0c 18 15 1e 
00 0c 18 15 26 
00 0c 18 1d 0f 
00 0c 18 1d 26 
00 0c 19 03 09 
00 0c 19 03 0f 
00 0c 19 08 0e 
00 0c 19 08 0f 
00 0c 19 08 17 
00 0c 19 08 1e 
00 0c 19 08 27 
00 0c 19 09 08 
00 0c 19 09 0f 
00 0c 19 09 17 
00 0c 19 09 1d 
00 0c 19 09 1e 
00 0c 19 09 1f 
00 0c 19 0a 08 
00 0c 19 0d 08 
00 0c 19 0d 0f 
00 0c 19 0d 27 
00 0c 19 0e 08 
00 0c 19 0e 0e 
00 0c 19 0e 17 
00 0c 19 0e 27 
00 0c 19 0f 17 
00 0c 19 0f 18 
00 0c 19 13 1f 
00 0c 19 15 10 
00 0c 19 1b 09 
00 0c 19 1b 10 
00 0c 19 1c 0f 
00 0c 19 
00 0c 1f 03 09 
00 0c 1f 08 02 
00 0c 1f 08 04 
00 0c 1f 08 09 
00 0c 1f 08 0f 
00 0c 1f 08 11 
00 0c 1f 08 17 
00 0c 1f 09 09 
00 0c 1f 09 0e 
00 0c 1f 09 0f 
00 0c 1f 09 1b 
00 0c 1f 09 1c 
00 0c 1f 0d 01 
00 0c 1f 0d 02 
00 0c 1f 0d 04 
00 0c 1f 0d 08 
00 0c 1f 0d 0f 
00 0c 1f 0d 11 
00 0c 1f 0d 17 
00 0c 1f 0e 09 
00 0c 1f 0e 11 
00 0c 1f 0e 26 
00 0c 1f 0f 02 
00 0c 1f 0f 04 
00 0c 1f 0f 09 
00 0c 1f 0f 11 
00 0c 1f 0f 17 
00 0c 1f 0f 20 
00 0c 1f 14 12 
00 0c 1f 14 19 
00 0c 1f 14 1b 
00 0c 1f 14 26 
00 0c 1f 15 09 
00 0c 1f 15 11 
00 0c 1f 15 12 
00 0c 1f 15 26 
00 0c 1f 1b 10 
00 0c 1f 1c 04 
00 0c 1f 1c 09 
00 0c 1f 1c 11 
00 0c 1f 25 09 
00 0c 1f 25 26 
00 0c 20 02 0f 
00 0c 20 02 19 
00 0c 20 03 01 
00 0c 20 03 02 
00 0c 20 03 0f 
00 0c 20 03 10 
00 0c 20 03 19 
00 0c 20 08 03 
00 0c 20 08 0f 
00 0c 20 08 19 
00 0c 20 08 25 
00 0c 20 09 03 
00 0c 20 09 0f 
00 0c 20 09 18 
00 0c 20 09 19 
00 0c 20 09 1a 
00 0c 20 09 25 
00 0c 20 0a 09 
00 0c 20 0a 18 
00 0c 20 0a 25 
00 0c 20 0a 26 
00 0c 20 0d 03 
00 0c 20 0d 0f 
00 0c 20 0d 18 
00 0c 20 0d 19 
00 0c 20 0e 02 
00 0c 20 0e 17 
00 0c 20 0e 19 
00 0c 20 0f 01 
00 0c 20 0f 08 
00 0c 20 0f 0e 
00 0c 20 0f 0f 
00 0c 20 0f 17 
00 0c 20 0f 19 
00 0c 20 0f 1a 
00 0c 20 0f 1f 
00 0c 20 0f 26 
00 0c 20 13 10 
00 0c 20 14 11 
00 0c 20 14 19 
00 0c 20 15 01 
00 0c 20 15 09 
00 0c 20 15 10 
00 0c 20 15 19 
00 0c 20 16 0f 
00 0c 20 16 10 
00 0c 20 16 19 
00 0c 20 1c 02 
00 0c 20 1c 0f 
00 0c 20 1c 19 
00 0c 20 1c 26 
00 0c 20 1d 10 
00 0c 20 25 01 
00 0c 20 25 09 
00 0c 20 25 0f 
00 0c 20 25 19 
00 0c 20 25 1a 
00 0c 27 03 10 
00 0c 27 08 03 
00 0c 27 08 09 
00 0c 27 08 11 
00 0c 27 08 18 
00 0c 27 08 19 
00 0c 27 09 0f 
00 0c 27 09 17 
00 0c 27 09 18 
00 0c 27 09 23 
00 0c 27 0a 10 
00 0c 27 0a 21 
00 0c 27 0d 02 
00 0c 27 0d 09 
00 0c 27 0d 17 
00 0c 27 0d 19 
00 0c 27 0e 10 
00 0c 27 0e 19 
00 0c 27 0f 02 
00 0c 27 0f 09 
00 0c 27 0f 21 
00 0c 27 1c 10 
00 0c 27 1c 21 
00 0c 27 24 10 
00 0c 27 25 10 
00 0c 27 25 24 
00 14 02 0b 
00 14 02 10 18 
00 14 02 10 1f 
00 14 02 11 18 
00 14 02 17 17 
00 14 02 17 18 
00 14 03 03 
00 14 03 0a 
00 14 03 0b 
00 14 03 10 10 
00 14 03 10 27 
00 14 03 17 1f 
00 14 03 25 
00 14 04 03 
00 14 04 0b 
00 14 04 1d 
00 14 04 25 
00 14 08 0b 
00 14 08 10 0a 
00 14 08 10 11 
00 14 08 11 19 
00 14 08 12 03 
00 14 08 16 20 
00 14 08 17 11 
00 14 08 17 19 
00 14 08 25 17 
00 14 0e 0b 
00 14 0e 10 09 
00 14 0e 10 19 
00 14 0e 1d 
00 14 0e 24 
00 14 0f 03 17 
00 14 0f 0c 18 
00 14 0f 10 09 
00 14 0f 10 10 
00 14 0f 10 18 
00 14 0f 10 19 
00 14 0f 10 1f 
00 14 0f 10 20 
00 14 0f 12 18 
00 14 0f 15 18 
00 14 0f 15 20 
00 14 0f 16 20 
00 14 0f 17 18 
